from_ensembl	to_ensembl
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000284991'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000236125'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000237038'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000103489'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000275050'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000214717'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000235589'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000213588'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000292176'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000169981'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000115085'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000280568'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000277258'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000292175'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000274195'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000167785'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000284338'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000277182'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000147394'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000124333'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000226210'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000282092'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000198521'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000274746'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000280661'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000223858'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000249087'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000204186'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000281661'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000196653'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000278780'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000281601'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000281626'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000214102'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000125945'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000275004'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000169548'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000234196'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000132003'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000104626'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000198169'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000105750'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000141252'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000159840'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000276799'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000283056'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000236104'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000285124'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000215356'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000285327'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000284927'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000168140'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000196350'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000186448'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000291888'}
{'gene': 'ENSG00000274803'}	{'gene': 'ENSG00000196081'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000291836'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000130770'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000262634'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000079459'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000205544'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000224143'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000276111'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000164733'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000292174'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000148303'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000234539'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000196655'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000282367'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000075568'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000112511'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000282947'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000104529'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000183309'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000153406'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000179886'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000274891'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000181135'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000196943'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000275618'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000288283'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000226417'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000277025'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000292225'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000176444'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000103415'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000160285'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000177082'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000283777'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000274829'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000288399'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000143702'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000281540'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000166710'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000226467'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000280682'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000278220'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000198736'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000157379'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000177030'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000100908'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000169981'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000262826'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000283059'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000167785'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000165943'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000288368'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000132507'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000291796'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000161011'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000230995'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000288198'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000171298'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000288505'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000182325'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000134333'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000291971'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000274780'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000213920'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000075790'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000284792'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000275023'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000147383'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000119242'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000068323'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000198169'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000183323'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000284916'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000291794'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000141252'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000227314'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000281813'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000274296'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000280548'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000068308'}
{'gene': 'ENSG00000215077'}	{'gene': 'ENSG00000224200'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000291836'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000130770'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000176454'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000269190'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000277363'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000205544'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000277804'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000281500'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000149516'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000129009'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000288512'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000266074'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000262145'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000187187'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000277104'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000262788'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000288283'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000282854'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000288516'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000187867'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000284228'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000277571'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000291217'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000283903'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000188603'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000100908'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000285777'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000170374'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000278259'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000136319'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000280568'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000291414'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000139178'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000282307'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000198521'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000155380'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000274746'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000165782'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000064932'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000292248'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000288505'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000288210'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000278780'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000078902'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000182472'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000284915'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000285182'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000185880'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000275619'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000275125'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000278741'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000274296'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000276761'}
{'gene': 'ENSG00000288293'}	{'gene': 'ENSG00000105650'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000291836'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000130770'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000136699'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000079459'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000187994'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000156256'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000148303'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000154822'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000161021'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000196655'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000197226'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000243279'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000282947'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000262473'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000185803'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000284495'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000286112'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000261992'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000274891'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000292119'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000034053'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000284774'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000292061'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000160285'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000177082'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000283777'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000165923'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000188603'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000285069'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000283059'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000115085'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000133195'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000285360'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000123349'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000284338'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000177731'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000291796'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000102103'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000160695'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000171298'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000105204'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000173137'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000245857'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000292086'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000134333'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000281626'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000213920'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000075790'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000284792'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000139197'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000284915'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000115840'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000285182'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000160818'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000139182'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000141252'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000291791'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000186448'}
{'gene': 'ENSG00000277273'}	{'gene': 'ENSG00000196081'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000291836'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000291721'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000197991'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000288485'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000089486'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000288488'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000282367'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000127554'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000282958'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000104823'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000261992'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000288516'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000100926'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000174886'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000292061'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000177082'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000143554'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000141556'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000281540'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000291917'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000116574'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000283059'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000281877'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000167785'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000291796'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000155380'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000273587'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000111266'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000285281'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000064932'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000292248'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000291931'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000249087'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000275099'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000134333'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000284792'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000125945'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000139197'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000141543'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000285048'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000285182'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000274495'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000291794'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000280830'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000168159'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000281813'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000275323'}
{'gene': 'ENSG00000206279'}	{'gene': 'ENSG00000006062'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000255526'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000271793'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000276111'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282905'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282800'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282367'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000068394'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000285246'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000288475'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282958'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282947'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000292102'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000104823'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000105856'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000261992'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000277564'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282665'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000288283'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000288516'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000284228'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000234046'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000262911'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000283777'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000143702'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000285482'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000226467'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000012963'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000275779'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000292176'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000132017'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000160284'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000177030'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000099958'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000148248'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000228907'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000232312'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000285360'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000224782'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000292175'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000281877'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000060069'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000224841'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000124333'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000068903'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000282092'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000114942'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000273587'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000230995'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000023228'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000291931'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000249087'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000276021'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000275099'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000100938'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000103326'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000276561'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000115840'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000132003'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000276701'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000291428'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000275619'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000258986'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000140750'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000152253'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000234114'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000281813'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000291973'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000275323'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000284559'}
{'gene': 'ENSG00000177030'}	{'gene': 'ENSG00000105650'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000280774'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000282905'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000262473'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000292102'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000198805'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000282854'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000226029'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000109686'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000285321'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000165923'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000155189'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000142619'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000117115'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000159339'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000142606'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000085491'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000291380'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000284850'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000068903'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000288331'}
{'gene': 'ENSG00000260596'}	{'gene': 'ENSG00000249087'}
