t,alpha_bar,alpha_bar_lambda_max,r_ode_lincomb,r_cellunet
657,0.012389447167098715,0.5869137449629485,0.11405239,0.8859476
658,0.012225815930995193,0.5791621947703403,0.10909683,0.8909032
659,0.012064102285637665,0.5715014848186932,0.10433122,0.8956688
660,0.011904287347461589,0.563930720554487,0.09975048,0.90024954
661,0.011746352368837178,0.5564490138637112,0.09534947,0.9046505
662,0.011590278737767875,0.5490554830575823,0.09112296,0.908877
663,0.011436047977579295,0.5417492528578082,0.08706578,0.91293424
664,0.011283641746598813,0.5345294543814094,0.083172694,0.9168273
665,0.011133041837825939,0.527395225125104,0.07943855,0.92056143
666,0.010984230178593665,0.5203457089492651,0.075858176,0.9241418
667,0.010837188830220924,0.513380056061457,0.07242649,0.9275735
668,0.010691899987656328,0.5064974229995584,0.06913843,0.9308616
669,0.01054834597911335,0.4996969726144802,0.065989,0.934011
670,0.010406509265697103,0.4929778740524852,0.06297336,0.9370266
671,0.010266372441022858,0.48633930273711656,0.060086653,0.93991333
672,0.010127918230826493,0.4797804403507438,0.057324175,0.9426758
673,0.009991129492566983,0.47330047481573234,0.05468132,0.9453187
674,0.009855989215021127,0.46689860027524427,0.05215356,0.9478464
675,0.009722480517870625,0.46057401707367807,0.049736507,0.9502635
676,0.009590586651281699,0.45432593173675356,0.047425874,0.95257413
677,0.009460290995477369,0.4481535569512505,0.045217477,0.95478255
678,0.009331577060302566,0.4420561115444065,0.04310726,0.9568927
679,0.009204428484782206,0.4360328204629826,0.041091274,0.95890874
680,0.009078829036672394,0.43008291475200233,0.03916572,0.96083426
681,0.008954762612004882,0.4242056315331721,0.037326887,0.9626731
682,0.008832213234624955,0.4184002139829898,0.03557119,0.9644288
683,0.008711165055722862,0.41266591131054786,0.03389517,0.9661048
684,0.008591602353358953,0.4070019787350378,0.03229546,0.96770453
685,0.008473509531982663,0.40140767746296335,0.030768858,0.9692311
686,0.008356871121945473,0.39588227466506903,0.02931223,0.97068775
687,0.008241671779008,0.39042504345298934,0.027922574,0.9720774
688,0.008127896283841356,0.38503526285562745,0.026596995,0.973403
689,0.008015529541522905,0.37971221779526804,0.0253327,0.9746673
