annotation,label,real_fraction,generated_fraction,difference,timestep
celltype,Committed dura precursor-forebrain,0.011797659609764812,0.007333333333333333,-0.004464326276431479,200
celltype,Committed oligodendrocyte progenitor,0.0001403723696132103,0.0,-0.0001403723696132103,200
celltype,Committed pia precursor,0.02905069994767939,0.056,0.026949300052320612,200
celltype,Committed pia precursor-anterior,0.015160215918226715,0.012333333333333333,-0.0028268825848933813,200
celltype,Cycling erythroblast,0.02036675471842579,0.008666666666666666,-0.011700088051759122,200
celltype,Dendritic cells,0.0017355129333996911,0.0013333333333333333,-0.00040217960006635784,200
celltype,Early precursor/BFU-E,0.011012850452381864,0.010666666666666666,-0.00034618378571519767,200
celltype,Endothelial,0.0005614894784528412,0.0,-0.0005614894784528412,200
celltype,Erythroblast,0.07007133468601254,0.07933333333333334,0.009261998647320802,200
celltype,Fatty acid metabolic - non-leptomeningeal,0.0020673021706672794,0.0003333333333333333,-0.0017339688373339461,200
celltype,Fibroblast-TAGAP,0.014120184270637928,0.018666666666666668,0.00454648239602874,200
celltype,Forebrain hem radial glia,0.0004976838559013821,0.0,-0.0004976838559013821,200
celltype,Forebrain neuroblast,0.0006635784745351761,0.0003333333333333333,-0.00033024514120184276,200
celltype,Forebrain neuron,0.00033178923726758804,0.0016666666666666668,0.0013348774293990787,200
celltype,Forebrain progenitor,0.013871342342687238,0.018333333333333333,0.004461990990646095,200
celltype,Forebrain radial glia,0.0004849227313910902,0.0003333333333333333,-0.00015158939805775688,200
celltype,Hindbrain,0.007465257838520731,0.0003333333333333333,-0.0071319245051873975,200
celltype,Hindbrain epithelia,0.0018056991182062963,0.0006666666666666666,-0.0011390324515396298,200
celltype,Hindbrain glioblast,0.001837601929482026,0.0013333333333333333,-0.0005042685961486927,200
celltype,Hypothalamus interneuron,0.0008613759044446996,0.0006666666666666666,-0.000194709237778033,200
celltype,ILC precursors,0.0005168255426668198,0.0,-0.0005168255426668198,200
celltype,Inner dura,0.007139849163508289,0.012333333333333333,0.005193484169825045,200
celltype,Isthmus radial glia,0.00023608080344039917,0.0,-0.00023608080344039917,200
celltype,LTMR mechanoreceptor,0.00034455036177787984,0.0,-0.00034455036177787984,200
celltype,Large artery,0.00030626698824700433,0.0,-0.00030626698824700433,200
celltype,MEMP-MEP,0.00012123068284777255,0.0,-0.00012123068284777255,200
celltype,Macrophages,0.017935760499215192,0.032,0.014064239500784809,200
celltype,Macrophages Monocyte-like,0.012467618646555134,0.008333333333333333,-0.004134285313221801,200
celltype,Macrophages-innate immunity,0.00010208899608233478,0.0,-0.00010208899608233478,200
celltype,Macrophages-iron metabolism,0.0066294041830966145,0.004333333333333333,-0.0022960708497632813,200
celltype,Mast cells,0.000504064418156528,0.0,-0.000504064418156528,200
celltype,Megakaryocytes,0.0006380562255145924,0.0,-0.0006380562255145924,200
celltype,Metamyelocytes,0.0013143958245600603,0.0003333333333333333,-0.000981062491226727,200
celltype,Microglia,0.0014356265074078327,0.0,-0.0014356265074078327,200
celltype,Midbrain hem epithelia,0.0030562893202148974,0.005,0.0019437106797851027,200
celltype,Midbrain hem progenitor,0.0016142822505519187,0.0006666666666666666,-0.0009476155838852521,200
celltype,Midbrain hem radial glia,0.004574863136939627,0.004333333333333333,-0.00024152980360629423,200
celltype,Midbrain intermediate progenitor,0.0034263619310133608,0.0026666666666666666,-0.0007596952643466942,200
celltype,Midbrain interneuron,0.0006380562255145924,0.0003333333333333333,-0.00030472289218125905,200
celltype,Midbrain neuroblast,0.00214386891772903,0.0016666666666666668,-0.0004772022510623633,200
celltype,Midbrain progenitor,0.002424613656955451,0.0,-0.002424613656955451,200
celltype,Midbrain-hindbrain epithelia,0.0031137143805112107,0.001,-0.0021137143805112107,200
celltype,Midbrain-hindbrain progenitor,0.0072419381595906235,0.0013333333333333333,-0.0059086048262572905,200
celltype,Monocyte-fibrocyte,0.0003764531730536095,0.0,-0.0003764531730536095,200
celltype,Monocytes,0.005895639523754833,0.0003333333333333333,-0.0055623061904215,200
celltype,Neural crest progenitor,0.0021757717290047597,0.0006666666666666666,-0.0015091050623380932,200
celltype,Oligodendrocyte progenitor,0.00010208899608233478,0.0,-0.00010208899608233478,200
celltype,Optic nerve (sensory),0.0005104449804116739,0.0,-0.0005104449804116739,200
celltype,Optic vesicle epithelia,0.00018503630539923178,0.0,-0.00018503630539923178,200
celltype,Osteogenic,0.013488508607378482,0.025,0.011511491392621519,200
celltype,Osteoprogenitor,0.0012824930132843307,0.0006666666666666666,-0.000615826346617664,200
celltype,Pericyte,0.01838878041933055,0.015666666666666666,-0.0027221137526638843,200
celltype,Peripheral neuroblast,0.009743118563607826,0.007666666666666666,-0.0020764518969411594,200
celltype,Perivascular fibroblast,0.0058701172747342495,0.004333333333333333,-0.0015367839414009163,200
celltype,Pia,0.056761481821778134,0.08233333333333333,0.025571851511555194,200
celltype,Pia-forebrain,0.05081479779998213,0.03666666666666667,-0.014148131133315464,200
celltype,Pinealocyte,0.005276724985005679,0.0026666666666666666,-0.002610058318339012,200
celltype,Platelets,0.00028712530148156654,0.0,-0.00028712530148156654,200
celltype,Pontine nuclei lineage intermediate progenitor,0.004511057514388168,0.008666666666666666,0.004155609152278498,200
celltype,Pontine nuclei lineage migrating neuron,0.0034263619310133608,0.0033333333333333335,-9.30285976800272e-05,200
celltype,Pre-EMT neural crest,0.008677564666998455,0.007666666666666666,-0.001010898000331789,200
celltype,Pre-EMT neural crest epithelia,0.0012633513265188929,0.0,-0.0012633513265188929,200
celltype,Precursor/CFU-E,0.0285657772162883,0.028,-0.0005657772162882997,200
celltype,Presumptive neuroretina,0.00017227518088893992,0.0,-0.00017227518088893992,200
celltype,Primary meninx,0.03499100340722024,0.014333333333333333,-0.02065767007388691,200
celltype,Primary meninx-hindbrain,0.013265188928448374,0.0013333333333333333,-0.01193185559511504,200
celltype,Primary vascular plexus,0.006233809323277567,0.0003333333333333333,-0.005900475989944234,200
celltype,Promyelocytes,0.0006252951010043005,0.0003333333333333333,-0.0002919617676709672,200
celltype,Rathkes pouch,0.0009507037760167426,0.0003333333333333333,-0.0006173704426834094,200
celltype,Reticulocyte/RBC,0.0987711037096589,0.12266666666666666,0.02389556295700776,200
celltype,S100A12-high monocytes,0.0001403723696132103,0.0003333333333333333,0.00019296096372012301,200
celltype,Schwann cell,0.0051427331776476145,0.009333333333333334,0.00419060015568572,200
celltype,Schwann cell precursor,0.01374373109758432,0.01633333333333333,0.002589602235749012,200
celltype,Smooth muscle cell,0.004587624261449919,0.0023333333333333335,-0.0022542909281165857,200
celltype,"Smooth muscle cell, mature",0.003579495425136863,0.0023333333333333335,-0.0012461620918035295,200
celltype,Spinal cord radial glia,7.656674706175108e-05,0.0,-7.656674706175108e-05,200
celltype,Tip cell,0.0018886464275231934,0.0,-0.0018886464275231934,200
celltype,Tip cell - arterial,0.002239577351556219,0.0013333333333333333,-0.0009062440182228857,200
celltype,Venous capillary,0.01723389865114914,0.029,0.011766101348850862,200
celltype,Venous lymphatic-like,0.002667075022650996,0.0033333333333333335,0.0006662583106823374,200
celltype,Venous lymphatic-like - non-leptomeningeal,0.0006827201613006138,0.0,-0.0006827201613006138,200
celltype,Ventral forebrain radial glia,0.00283296964128479,0.0033333333333333335,0.0005003636920485437,200
Superclass,Epithelial,0.04417263249237523,0.052,0.00782736750762477,100
Superclass,Erythropoietic,0.2337774204662915,0.25,0.01622257953370851,100
Superclass,Fibroblast,0.45721194951699146,0.441,-0.016211949516991453,100
Superclass,Immune,0.05434324872707783,0.05,-0.0043432487270778294,100
Superclass,Neural,0.0752906346107219,0.072,-0.0032906346107219042,100
Superclass,Neural crest,0.041090820923139745,0.04133333333333333,0.0002425124101935877,100
Superclass,Other,0.0009507037760167426,0.0,-0.0009507037760167426,100
Superclass,Vascular endothelial,0.04750966655181654,0.04933333333333333,0.0018236667815167903,100
Superclass,Vascular perivascular,0.04565292293556908,0.044333333333333336,-0.0013195896022357434,100
celltype,Anteromedial cerebral pole glioblast,0.0011421206436711203,0.003,0.0018578793563288798,100
celltype,Anteromedial cerebral pole radial glia,0.001837601929482026,0.0013333333333333333,-0.0005042685961486927,100
celltype,Arachnoid,0.00877965366308079,0.018,0.009220346336919209,100
celltype,Arachnoid barrier,0.0032285645011038374,0.006666666666666667,0.0034381021655628297,100
celltype,Arachnoid-dura border,0.0011165983946505365,0.001,-0.00011659839465053652,100
celltype,Arachnoid-forebrain,0.013016347000497685,0.007666666666666666,-0.005349680333831018,100
celltype,Arachnoid-hindbrain,0.019530901063001673,0.015,-0.004530901063001674,100
celltype,Arterial capillary,0.004574863136939627,0.002,-0.0025748631369396273,100
celltype,Arteriole,0.0028521113280502277,0.009666666666666667,0.0068145553386164395,100
celltype,Artery,0.006201906512001838,0.006333333333333333,0.00013142682133149546,100
celltype,B lineage,0.00016589461863379402,0.0,-0.00016589461863379402,100
celltype,CD56-bright NK cells,0.0005933922897285709,0.0,-0.0005933922897285709,100
celltype,ChP Ciliogenic progenitor,0.017163712466342535,0.02,0.0028362875336574653,100
celltype,ChP Committed arachnoid precursor,0.0005359672294322575,0.0,-0.0005359672294322575,100
celltype,ChP Differentiated epithelia,0.029861031354082922,0.043,0.013138968645917074,100
celltype,ChP Epithelia,0.0022012939780253434,0.0,-0.0022012939780253434,100
celltype,ChP Epithelial progenitor,0.0011995457039674336,0.0,-0.0011995457039674336,100
celltype,ChP Fibroblast,0.0008677564666998456,0.0,-0.0008677564666998456,100
celltype,ChP Macrophage,0.0003573114862881717,0.0,-0.0003573114862881717,100
celltype,ChP Macrophages,0.001595140563786481,0.0,-0.001595140563786481,100
celltype,ChP Meningeal fibroblast,0.020526268774804436,0.0003333333333333333,-0.0201929354414711,100
celltype,ChP Microglia,0.0012824930132843307,0.003,0.0017175069867156694,100
celltype,ChP PTPRC+ fibroblast,0.015645138649617803,0.009333333333333334,-0.006311805316284469,100
celltype,ChP Pericyte,0.006833582175261284,0.023666666666666666,0.01683308449140538,100
celltype,ChP Perivascular,0.0063933233796562156,0.0006666666666666666,-0.005726656712989549,100
celltype,ChP Reticulocyte/RBC,0.004989599683524112,0.0,-0.004989599683524112,100
celltype,Chondrocyte,0.002826589079029644,0.0,-0.002826589079029644,100
celltype,Chondrogenic,0.05543432487270778,0.04833333333333333,-0.007100991539374449,100
celltype,Committed arachnoid precursor,0.005436239041384327,0.0,-0.005436239041384327,100
celltype,Committed arachnoid precursor-forebrain,0.03382336051452854,0.052333333333333336,0.018509972818804794,100
celltype,Committed arachnoid precursor-pia junction,0.018235646925207048,0.024,0.005764353074792953,100
celltype,Committed dura precursor,0.0016461850618276483,0.0,-0.0016461850618276483,100
celltype,Committed dura precursor-early,0.0008486147799344078,0.0,-0.0008486147799344078,100
celltype,Committed dura precursor-forebrain,0.011797659609764812,0.007666666666666666,-0.004130992943098146,100
celltype,Committed oligodendrocyte progenitor,0.0001403723696132103,0.0,-0.0001403723696132103,100
celltype,Committed pia precursor,0.02905069994767939,0.03833333333333333,0.009282633385653941,100
celltype,Committed pia precursor-anterior,0.015160215918226715,0.014333333333333333,-0.0008268825848933813,100
celltype,Cycling erythroblast,0.02036675471842579,0.008,-0.012366754718425788,100
celltype,Dendritic cells,0.0017355129333996911,0.0013333333333333333,-0.00040217960006635784,100
celltype,Early precursor/BFU-E,0.011012850452381864,0.011666666666666667,0.0006538162142848032,100
celltype,Endothelial,0.0005614894784528412,0.0,-0.0005614894784528412,100
celltype,Erythroblast,0.07007133468601254,0.08,0.009928665313987464,100
celltype,Fatty acid metabolic - non-leptomeningeal,0.0020673021706672794,0.0003333333333333333,-0.0017339688373339461,100
celltype,Fibroblast-TAGAP,0.014120184270637928,0.019,0.004879815729362072,100
celltype,Forebrain hem radial glia,0.0004976838559013821,0.0,-0.0004976838559013821,100
celltype,Forebrain neuroblast,0.0006635784745351761,0.0003333333333333333,-0.00033024514120184276,100
celltype,Forebrain neuron,0.00033178923726758804,0.001,0.000668210762732412,100
celltype,Forebrain progenitor,0.013871342342687238,0.017666666666666667,0.0037953243239794293,100
celltype,Forebrain radial glia,0.0004849227313910902,0.0003333333333333333,-0.00015158939805775688,100
celltype,Hindbrain,0.007465257838520731,0.0003333333333333333,-0.0071319245051873975,100
celltype,Hindbrain epithelia,0.0018056991182062963,0.0006666666666666666,-0.0011390324515396298,100
celltype,Hindbrain glioblast,0.001837601929482026,0.001,-0.000837601929482026,100
celltype,Hypothalamus interneuron,0.0008613759044446996,0.001,0.0001386240955553004,100
celltype,ILC precursors,0.0005168255426668198,0.0,-0.0005168255426668198,100
celltype,Inner dura,0.007139849163508289,0.013666666666666667,0.0065268175031583785,100
celltype,Isthmus radial glia,0.00023608080344039917,0.0,-0.00023608080344039917,100
celltype,LTMR mechanoreceptor,0.00034455036177787984,0.0,-0.00034455036177787984,100
celltype,Large artery,0.00030626698824700433,0.0,-0.00030626698824700433,100
celltype,MEMP-MEP,0.00012123068284777255,0.0,-0.00012123068284777255,100
celltype,Macrophages,0.017935760499215192,0.034666666666666665,0.016730906167451473,100
celltype,Macrophages Monocyte-like,0.012467618646555134,0.006,-0.006467618646555134,100
celltype,Macrophages-innate immunity,0.00010208899608233478,0.0,-0.00010208899608233478,100
celltype,Macrophages-iron metabolism,0.0066294041830966145,0.004,-0.0026294041830966144,100
celltype,Mast cells,0.000504064418156528,0.0,-0.000504064418156528,100
celltype,Megakaryocytes,0.0006380562255145924,0.0,-0.0006380562255145924,100
celltype,Metamyelocytes,0.0013143958245600603,0.0006666666666666666,-0.0006477291578933937,100
celltype,Microglia,0.0014356265074078327,0.0,-0.0014356265074078327,100
celltype,Midbrain hem epithelia,0.0030562893202148974,0.002,-0.0010562893202148973,100
celltype,Midbrain hem progenitor,0.0016142822505519187,0.0013333333333333333,-0.0002809489172185854,100
celltype,Midbrain hem radial glia,0.004574863136939627,0.0036666666666666666,-0.0009081964702729608,100
celltype,Midbrain intermediate progenitor,0.0034263619310133608,0.002,-0.0014263619310133607,100
celltype,Midbrain interneuron,0.0006380562255145924,0.001,0.00036194377448540765,100
celltype,Midbrain neuroblast,0.00214386891772903,0.002,-0.00014386891772903004,100
celltype,Midbrain progenitor,0.002424613656955451,0.0003333333333333333,-0.0020912803236221174,100
celltype,Midbrain-hindbrain epithelia,0.0031137143805112107,0.0016666666666666668,-0.001447047713844544,100
celltype,Midbrain-hindbrain progenitor,0.0072419381595906235,0.0023333333333333335,-0.0049086048262572905,100
celltype,Monocyte-fibrocyte,0.0003764531730536095,0.0,-0.0003764531730536095,100
celltype,Monocytes,0.005895639523754833,0.0,-0.005895639523754833,100
celltype,Neural crest progenitor,0.0021757717290047597,0.0006666666666666666,-0.0015091050623380932,100
celltype,Oligodendrocyte progenitor,0.00010208899608233478,0.0,-0.00010208899608233478,100
celltype,Optic nerve (sensory),0.0005104449804116739,0.0,-0.0005104449804116739,100
celltype,Optic vesicle epithelia,0.00018503630539923178,0.0,-0.00018503630539923178,100
celltype,Osteogenic,0.013488508607378482,0.028666666666666667,0.015178158059288184,100
celltype,Osteoprogenitor,0.0012824930132843307,0.001,-0.00028249301328433065,100
celltype,Pericyte,0.01838878041933055,0.011333333333333334,-0.007055447085997216,100
celltype,Peripheral neuroblast,0.009743118563607826,0.007666666666666666,-0.0020764518969411594,100
celltype,Perivascular fibroblast,0.0058701172747342495,0.0036666666666666666,-0.002203450608067583,100
celltype,Pia,0.056761481821778134,0.07466666666666667,0.01790518484488854,100
celltype,Pia-forebrain,0.05081479779998213,0.04666666666666667,-0.004148131133315462,100
celltype,Pinealocyte,0.005276724985005679,0.003,-0.0022767249850056785,100
celltype,Platelets,0.00028712530148156654,0.0,-0.00028712530148156654,100
celltype,Pontine nuclei lineage intermediate progenitor,0.004511057514388168,0.008666666666666666,0.004155609152278498,100
celltype,Pontine nuclei lineage migrating neuron,0.0034263619310133608,0.004,0.0005736380689866393,100
celltype,Pre-EMT neural crest,0.008677564666998455,0.007666666666666666,-0.001010898000331789,100
celltype,Pre-EMT neural crest epithelia,0.0012633513265188929,0.0,-0.0012633513265188929,100
celltype,Precursor/CFU-E,0.0285657772162883,0.02666666666666667,-0.001899110549621632,100
celltype,Presumptive neuroretina,0.00017227518088893992,0.0,-0.00017227518088893992,100
celltype,Primary meninx,0.03499100340722024,0.011,-0.023991003407220244,100
celltype,Primary meninx-hindbrain,0.013265188928448374,0.0013333333333333333,-0.01193185559511504,100
celltype,Primary vascular plexus,0.006233809323277567,0.0003333333333333333,-0.005900475989944234,100
celltype,Promyelocytes,0.0006252951010043005,0.0003333333333333333,-0.0002919617676709672,100
celltype,Rathkes pouch,0.0009507037760167426,0.0,-0.0009507037760167426,100
celltype,Reticulocyte/RBC,0.0987711037096589,0.12466666666666666,0.02589556295700776,100
celltype,S100A12-high monocytes,0.0001403723696132103,0.0,-0.0001403723696132103,100
celltype,Schwann cell,0.0051427331776476145,0.017,0.011857266822352386,100
celltype,Schwann cell precursor,0.01374373109758432,0.008666666666666666,-0.005077064430917653,100
celltype,Smooth muscle cell,0.004587624261449919,0.003,-0.0015876242614499192,100
celltype,"Smooth muscle cell, mature",0.003579495425136863,0.0023333333333333335,-0.0012461620918035295,100
celltype,Spinal cord radial glia,7.656674706175108e-05,0.0,-7.656674706175108e-05,100
celltype,Tip cell,0.0018886464275231934,0.0,-0.0018886464275231934,100
celltype,Tip cell - arterial,0.002239577351556219,0.0006666666666666666,-0.0015729106848895525,100
celltype,Venous capillary,0.01723389865114914,0.024,0.0067661013488508615,100
celltype,Venous lymphatic-like,0.002667075022650996,0.006,0.003332924977349004,100
celltype,Venous lymphatic-like - non-leptomeningeal,0.0006827201613006138,0.0,-0.0006827201613006138,100
celltype,Ventral forebrain radial glia,0.00283296964128479,0.0026666666666666666,-0.0001663029746181233,100
Superclass,Epithelial,0.04417263249237523,0.054,0.009827367507624772,50
Superclass,Erythropoietic,0.2337774204662915,0.25033333333333335,0.01655591286704186,50
Superclass,Fibroblast,0.45721194951699146,0.441,-0.016211949516991453,50
Superclass,Immune,0.05434324872707783,0.05,-0.0043432487270778294,50
Superclass,Neural,0.0752906346107219,0.07033333333333333,-0.004957301277388568,50
Superclass,Neural crest,0.041090820923139745,0.041,-9.08209231397436e-05,50
Superclass,Other,0.0009507037760167426,0.0,-0.0009507037760167426,50
Superclass,Vascular endothelial,0.04750966655181654,0.04933333333333333,0.0018236667815167903,50
Superclass,Vascular perivascular,0.04565292293556908,0.044,-0.0016529229355690817,50
celltype,Anteromedial cerebral pole glioblast,0.0011421206436711203,0.0033333333333333335,0.0021912126896622133,50
celltype,Anteromedial cerebral pole radial glia,0.001837601929482026,0.001,-0.000837601929482026,50
celltype,Arachnoid,0.00877965366308079,0.011,0.0022203463369192093,50
celltype,Arachnoid barrier,0.0032285645011038374,0.013,0.009771435498896162,50
celltype,Arachnoid-dura border,0.0011165983946505365,0.0016666666666666668,0.0005500682720161302,50
celltype,Arachnoid-forebrain,0.013016347000497685,0.012333333333333333,-0.0006830136671643512,50
celltype,Arachnoid-hindbrain,0.019530901063001673,0.017,-0.002530901063001672,50
celltype,Arterial capillary,0.004574863136939627,0.002,-0.0025748631369396273,50
celltype,Arteriole,0.0028521113280502277,0.011666666666666667,0.008814555338616439,50
celltype,Artery,0.006201906512001838,0.006333333333333333,0.00013142682133149546,50
celltype,B lineage,0.00016589461863379402,0.0,-0.00016589461863379402,50
celltype,CD56-bright NK cells,0.0005933922897285709,0.0,-0.0005933922897285709,50
celltype,ChP Ciliogenic progenitor,0.017163712466342535,0.019666666666666666,0.0025029542003241305,50
celltype,ChP Committed arachnoid precursor,0.0005359672294322575,0.0,-0.0005359672294322575,50
celltype,ChP Differentiated epithelia,0.029861031354082922,0.044,0.014138968645917075,50
celltype,ChP Epithelia,0.0022012939780253434,0.0,-0.0022012939780253434,50
celltype,ChP Epithelial progenitor,0.0011995457039674336,0.0,-0.0011995457039674336,50
celltype,ChP Fibroblast,0.0008677564666998456,0.0,-0.0008677564666998456,50
celltype,ChP Macrophage,0.0003573114862881717,0.0,-0.0003573114862881717,50
celltype,ChP Macrophages,0.001595140563786481,0.0,-0.001595140563786481,50
celltype,ChP Meningeal fibroblast,0.020526268774804436,0.0006666666666666666,-0.01985960210813777,50
celltype,ChP Microglia,0.0012824930132843307,0.0026666666666666666,0.001384173653382336,50
celltype,ChP PTPRC+ fibroblast,0.015645138649617803,0.009333333333333334,-0.006311805316284469,50
celltype,ChP Pericyte,0.006833582175261284,0.026333333333333334,0.01949975115807205,50
celltype,ChP Perivascular,0.0063933233796562156,0.0006666666666666666,-0.005726656712989549,50
celltype,ChP Reticulocyte/RBC,0.004989599683524112,0.0,-0.004989599683524112,50
celltype,Chondrocyte,0.002826589079029644,0.0,-0.002826589079029644,50
celltype,Chondrogenic,0.05543432487270778,0.04766666666666667,-0.0077676582060411115,50
celltype,Committed arachnoid precursor,0.005436239041384327,0.0,-0.005436239041384327,50
celltype,Committed arachnoid precursor-forebrain,0.03382336051452854,0.057,0.02317663948547146,50
celltype,Committed arachnoid precursor-pia junction,0.018235646925207048,0.016666666666666666,-0.0015689802585403811,50
celltype,Committed dura precursor,0.0016461850618276483,0.0006666666666666666,-0.0009795183951609816,50
celltype,Committed dura precursor-early,0.0008486147799344078,0.0,-0.0008486147799344078,50
celltype,Committed dura precursor-forebrain,0.011797659609764812,0.008333333333333333,-0.0034643262764314786,50
celltype,Committed oligodendrocyte progenitor,0.0001403723696132103,0.0,-0.0001403723696132103,50
celltype,Committed pia precursor,0.02905069994767939,0.03166666666666667,0.0026159667189872803,50
celltype,Committed pia precursor-anterior,0.015160215918226715,0.008333333333333333,-0.006826882584893381,50
celltype,Cycling erythroblast,0.02036675471842579,0.004666666666666667,-0.015700088051759122,50
celltype,Dendritic cells,0.0017355129333996911,0.0013333333333333333,-0.00040217960006635784,50
celltype,Early precursor/BFU-E,0.011012850452381864,0.012,0.0009871495476181363,50
celltype,Endothelial,0.0005614894784528412,0.0,-0.0005614894784528412,50
celltype,Erythroblast,0.07007133468601254,0.083,0.012928665313987467,50
celltype,Fatty acid metabolic - non-leptomeningeal,0.0020673021706672794,0.0,-0.0020673021706672794,50
celltype,Fibroblast-TAGAP,0.014120184270637928,0.017,0.0028798157293620733,50
celltype,Forebrain hem radial glia,0.0004976838559013821,0.0,-0.0004976838559013821,50
celltype,Forebrain neuroblast,0.0006635784745351761,0.0006666666666666666,3.0881921314905624e-06,50
celltype,Forebrain neuron,0.00033178923726758804,0.001,0.000668210762732412,50
celltype,Forebrain progenitor,0.013871342342687238,0.017,0.003128657657312763,50
celltype,Forebrain radial glia,0.0004849227313910902,0.0003333333333333333,-0.00015158939805775688,50
celltype,Hindbrain,0.007465257838520731,0.0003333333333333333,-0.0071319245051873975,50
celltype,Hindbrain epithelia,0.0018056991182062963,0.0006666666666666666,-0.0011390324515396298,50
celltype,Hindbrain glioblast,0.001837601929482026,0.0013333333333333333,-0.0005042685961486927,50
celltype,Hypothalamus interneuron,0.0008613759044446996,0.001,0.0001386240955553004,50
celltype,ILC precursors,0.0005168255426668198,0.0,-0.0005168255426668198,50
celltype,Inner dura,0.007139849163508289,0.014333333333333333,0.007193484169825045,50
celltype,Isthmus radial glia,0.00023608080344039917,0.0,-0.00023608080344039917,50
celltype,LTMR mechanoreceptor,0.00034455036177787984,0.0,-0.00034455036177787984,50
celltype,Large artery,0.00030626698824700433,0.0,-0.00030626698824700433,50
celltype,MEMP-MEP,0.00012123068284777255,0.0,-0.00012123068284777255,50
celltype,Macrophages,0.017935760499215192,0.034666666666666665,0.016730906167451473,50
celltype,Macrophages Monocyte-like,0.012467618646555134,0.006,-0.006467618646555134,50
celltype,Macrophages-innate immunity,0.00010208899608233478,0.0,-0.00010208899608233478,50
celltype,Macrophages-iron metabolism,0.0066294041830966145,0.004,-0.0026294041830966144,50
celltype,Mast cells,0.000504064418156528,0.0,-0.000504064418156528,50
celltype,Megakaryocytes,0.0006380562255145924,0.0,-0.0006380562255145924,50
celltype,Metamyelocytes,0.0013143958245600603,0.001,-0.0003143958245600603,50
celltype,Microglia,0.0014356265074078327,0.0,-0.0014356265074078327,50
celltype,Midbrain hem epithelia,0.0030562893202148974,0.0016666666666666668,-0.0013896226535482306,50
celltype,Midbrain hem progenitor,0.0016142822505519187,0.0016666666666666668,5.2384416114748065e-05,50
celltype,Midbrain hem radial glia,0.004574863136939627,0.0036666666666666666,-0.0009081964702729608,50
celltype,Midbrain intermediate progenitor,0.0034263619310133608,0.0016666666666666668,-0.001759695264346694,50
celltype,Midbrain interneuron,0.0006380562255145924,0.0013333333333333333,0.0006952771078187409,50
celltype,Midbrain neuroblast,0.00214386891772903,0.0013333333333333333,-0.0008105355843956968,50
celltype,Midbrain progenitor,0.002424613656955451,0.0003333333333333333,-0.0020912803236221174,50
celltype,Midbrain-hindbrain epithelia,0.0031137143805112107,0.001,-0.0021137143805112107,50
celltype,Midbrain-hindbrain progenitor,0.0072419381595906235,0.0023333333333333335,-0.0049086048262572905,50
celltype,Monocyte-fibrocyte,0.0003764531730536095,0.0,-0.0003764531730536095,50
celltype,Monocytes,0.005895639523754833,0.0,-0.005895639523754833,50
celltype,Neural crest progenitor,0.0021757717290047597,0.001,-0.0011757717290047597,50
celltype,Oligodendrocyte progenitor,0.00010208899608233478,0.0,-0.00010208899608233478,50
celltype,Optic nerve (sensory),0.0005104449804116739,0.0,-0.0005104449804116739,50
celltype,Optic vesicle epithelia,0.00018503630539923178,0.0,-0.00018503630539923178,50
celltype,Osteogenic,0.013488508607378482,0.027666666666666666,0.014178158059288183,50
celltype,Osteoprogenitor,0.0012824930132843307,0.001,-0.00028249301328433065,50
celltype,Pericyte,0.01838878041933055,0.008,-0.01038878041933055,50
celltype,Peripheral neuroblast,0.009743118563607826,0.007666666666666666,-0.0020764518969411594,50
celltype,Perivascular fibroblast,0.0058701172747342495,0.0033333333333333335,-0.002536783941400916,50
celltype,Pia,0.056761481821778134,0.08266666666666667,0.025905184844888532,50
celltype,Pia-forebrain,0.05081479779998213,0.048,-0.00281479779998213,50
celltype,Pinealocyte,0.005276724985005679,0.0033333333333333335,-0.001943391651672345,50
celltype,Platelets,0.00028712530148156654,0.0,-0.00028712530148156654,50
celltype,Pontine nuclei lineage intermediate progenitor,0.004511057514388168,0.008333333333333333,0.003822275818945165,50
celltype,Pontine nuclei lineage migrating neuron,0.0034263619310133608,0.004666666666666667,0.0012403047356533063,50
celltype,Pre-EMT neural crest,0.008677564666998455,0.007333333333333333,-0.001344231333665122,50
celltype,Pre-EMT neural crest epithelia,0.0012633513265188929,0.0,-0.0012633513265188929,50
celltype,Precursor/CFU-E,0.0285657772162883,0.02666666666666667,-0.001899110549621632,50
celltype,Presumptive neuroretina,0.00017227518088893992,0.0,-0.00017227518088893992,50
celltype,Primary meninx,0.03499100340722024,0.013,-0.021991003407220246,50
celltype,Primary meninx-hindbrain,0.013265188928448374,0.0013333333333333333,-0.01193185559511504,50
celltype,Primary vascular plexus,0.006233809323277567,0.0003333333333333333,-0.005900475989944234,50
celltype,Promyelocytes,0.0006252951010043005,0.0003333333333333333,-0.0002919617676709672,50
celltype,Rathkes pouch,0.0009507037760167426,0.0,-0.0009507037760167426,50
celltype,Reticulocyte/RBC,0.0987711037096589,0.12433333333333334,0.025562229623674437,50
celltype,S100A12-high monocytes,0.0001403723696132103,0.0,-0.0001403723696132103,50
celltype,Schwann cell,0.0051427331776476145,0.019333333333333334,0.014190600155685719,50
celltype,Schwann cell precursor,0.01374373109758432,0.006,-0.007743731097584319,50
celltype,Smooth muscle cell,0.004587624261449919,0.0026666666666666666,-0.0019209575947832526,50
celltype,"Smooth muscle cell, mature",0.003579495425136863,0.003,-0.000579495425136863,50
celltype,Spinal cord radial glia,7.656674706175108e-05,0.0,-7.656674706175108e-05,50
